work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024.0,SE,FT,Data Scientist,215625.0,US,100.0,US,M
2023.0,SE,FT,Data Scientist,159375.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Engineer,234000.0,US,100.0,US,M
2024.0,SE,FT,Machine Learning Engineer,208000.0,US,100.0,US,M
2023.0,SE,FT,Research Engineer,203000.0,US,0.0,US,M
2023.0,SE,FT,Research Engineer,133000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,272400.0,US,0.0,US,L
2023.0,SE,FT,Data Scientist,140100.0,US,0.0,US,L
2023.0,SE,FT,Unknown,282000.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,208000.0,US,0.0,US,M
2023.0,SE,FT,Data Analyst,93919.0,US,100.0,US,M
2023.0,SE,FT,Data Analyst,51962.0,US,100.0,US,M
2024.0,SE,FT,Data Scientist,185000.0,US,100.0,US,M
2023.0,SE,FT,BI Analyst,118800.0,US,100.0,US,M
2023.0,SE,FT,BI Analyst,75000.0,US,100.0,US,M
2023.0,SE,FT,Unknown,159350.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Engineer,130100.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,262000.0,US,100.0,US,M
2023.0,SE,FT,Data Scientist,190000.0,US,100.0,US,M
2023.0,SE,FT,Analytics Engineer,136743.0,US,0.0,US,M
2023.0,SE,FT,Research Analyst,94600.0,US,0.0,US,L
2023.0,SE,FT,Research Analyst,160000.0,US,0.0,US,M
2023.0,SE,FT,Research Analyst,107000.0,US,0.0,US,M
2024.0,SE,FT,Machine Learning Engineer,264400.0,US,100.0,US,M
2023.0,SE,FT,Unknown,176300.0,US,100.0,US,M
2023.0,SE,FT,Research Scientist,275000.0,US,0.0,US,M
2023.0,SE,FT,Research Scientist,175000.0,US,0.0,US,M
2023.0,EN,FT,Machine Learning Engineer,76000.0,US,0.0,US,L
2023.0,MI,FT,Insight Analyst,43187.0,PT,100.0,PT,M
2023.0,EN,FT,Data Analyst,80800.0,US,0.0,US,M
2023.0,MI,FT,Business Intelligence Analyst,150000.0,US,0.0,US,M
2023.0,MI,FT,Business Intelligence Analyst,125000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,210000.0,US,100.0,US,M
2023.0,SE,FT,Data Engineer,210000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,138000.0,US,100.0,US,M
2023.0,SE,FT,Data Engineer,226700.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,133300.0,US,0.0,US,M
2023.0,Unknown,FT,Research Scientist,278700.0,US,0.0,US,M
2023.0,MI,FT,AI Engineer,180000.0,US,0.0,US,M
2023.0,MI,FT,AI Engineer,160786.308902044,US,0.0,US,M
2023.0,SE,FT,Business Intelligence Engineer,125000.0,US,100.0,US,M
2023.0,SE,FT,Data Scientist,138900.0,US,0.0,US,M
2023.0,SE,FT,Data Manager,110400.0,US,0.0,US,M
2023.0,SE,FT,Data Manager,68000.0,US,0.0,US,M
2023.0,MI,FT,Data Scientist,260600.0,US,0.0,US,M
2023.0,EN,FT,Data Integration Specialist,160786.308902044,US,100.0,US,M
2023.0,EN,FT,Unknown,46400.0,US,100.0,US,M
2023.0,SE,FT,Data Scientist,214872.0,US,100.0,US,M
2023.0,Unknown,FT,Data Scientist,186846.0,US,100.0,US,M
2023.0,MI,FT,Data Analyst,95000.0,US,0.0,US,M
2023.0,MI,FT,Data Analyst,70600.0,US,0.0,US,M
2023.0,MI,FT,Data Analyst,149500.0,US,100.0,US,M
2023.0,MI,FT,Data Analyst,127075.0,US,100.0,US,M
2023.0,SE,FT,Data Engineer,162000.0,US,100.0,US,M
2023.0,SE,FT,Data Engineer,111000.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Scientist,280000.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Scientist,182750.0,US,0.0,US,M
2023.0,SE,FT,Research Scientist,212800.0,US,0.0,US,L
2023.0,SE,FT,Research Scientist,124100.0,US,0.0,US,L
2023.0,SE,FT,Research Engineer,196000.0,US,0.0,US,M
2023.0,SE,FT,Research Engineer,142600.0,US,0.0,US,M
2023.0,Unknown,FT,Business Intelligence Engineer,185000.0,US,0.0,US,L
2023.0,Unknown,FT,Data Architect,193000.0,US,100.0,US,M
2023.0,MI,FT,Data Engineer,103000.0,US,0.0,US,M
2023.0,SE,FT,Data Analyst,80000.0,US,0.0,US,M
2023.0,SE,FT,Data Analyst,70000.0,US,0.0,US,M
2023.0,EX,FT,Data Engineer,250000.0,US,0.0,US,M
2023.0,SE,FT,Data Analyst,90000.0,US,0.0,US,M
2023.0,SE,FT,Unknown,80000.0,US,0.0,US,M
2023.0,MI,FT,Data Analyst,61520.0,GB,0.0,GB,M
2023.0,MI,FT,Data Analyst,160786.308902044,GB,0.0,Unknown,M
2023.0,SE,FT,Data Engineer,205000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,202600.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Engineer,240000.0,UA,100.0,UA,M
2023.0,SE,FT,Unknown,220000.0,UA,100.0,UA,M
2023.0,SE,FT,Machine Learning Engineer,297300.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Engineer,198200.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Engineer,156000.0,US,100.0,US,M
2023.0,SE,FT,Data Scientist,196500.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,97300.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Engineer,192000.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Engineer,164000.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Engineer,227700.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Engineer,154836.0,US,100.0,US,M
2024.0,MI,FT,Machine Learning Engineer,285000.0,US,0.0,US,L
2023.0,MI,FT,Machine Learning Engineer,190000.0,US,0.0,US,L
2023.0,MI,FT,Research Scientist,405000.0,US,0.0,US,L
2023.0,MI,FT,Unknown,270000.0,US,0.0,US,M
2024.0,MI,FT,Data Engineer,214300.0,US,0.0,US,M
2023.0,MI,FT,Data Engineer,108500.0,US,0.0,US,M
2023.0,MI,FT,Data Scientist,145000.0,US,100.0,US,M
2023.0,MI,FT,Unknown,115000.0,US,100.0,US,M
2023.0,MI,FT,Data Scientist,113000.0,US,100.0,US,M
2023.0,SE,FT,Data Scientist,194500.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,110250.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,295000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,177300.0,US,0.0,US,M
2023.0,MI,FT,Data Analyst,55368.0,GB,100.0,GB,M
2023.0,MI,FT,Data Analyst,44294.0,GB,100.0,GB,M
2023.0,SE,FT,Applied Scientist,192000.0,US,100.0,US,M
2024.0,SE,FT,Applied Scientist,160786.308902044,US,100.0,US,M
2023.0,EN,FT,Data Engineer,160786.308902044,US,0.0,US,M
2023.0,EN,FT,Data Engineer,187000.0,US,0.0,US,M
2023.0,Unknown,FT,Data Scientist,353200.0,US,0.0,US,M
2023.0,EX,FT,Data Scientist,249300.0,US,0.0,US,M
2023.0,Unknown,FT,Data Analyst,85000.0,US,0.0,US,M
2024.0,SE,FT,Data Analyst,79000.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Engineer,132600.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,131000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,106800.0,US,0.0,US,M
2023.0,SE,FT,Applied Scientist,220000.0,US,100.0,US,M
2023.0,SE,FT,Applied Scientist,163000.0,US,100.0,US,M
2023.0,Unknown,FT,Data Scientist,130000.0,US,100.0,US,M
2023.0,SE,FT,Data Scientist,107400.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,101500.0,US,0.0,US,M
2023.0,MI,FT,Data Engineer,80976.0,FR,50.0,FR,M
2023.0,MI,FT,Research Scientist,300000.0,US,0.0,US,M
2023.0,MI,FT,Research Scientist,100000.0,US,0.0,US,M
2023.0,SE,FT,Data Architect,175000.0,US,100.0,US,M
2023.0,SE,FT,Data Scientist,164000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,211000.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Engineer,184000.0,US,0.0,US,M
2023.0,MI,FT,Data Analyst,115000.0,US,100.0,US,M
2023.0,SE,FT,Data Analyst,167000.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,144000.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,96000.0,US,0.0,US,M
2023.0,SE,FT,Analytics Engineer,116000.0,US,100.0,US,M
2023.0,SE,FT,Data Scientist,161000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,116300.0,US,0.0,US,M
2023.0,SE,FT,Data Analyst,125000.0,US,0.0,US,M
2023.0,SE,FT,Data Architect,175564.0,US,100.0,US,M
2023.0,Unknown,FT,Analytics Engineer,190000.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Engineer,225000.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Engineer,166000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,151300.0,US,100.0,US,M
2023.0,SE,FT,Data Scientist,126100.0,US,100.0,US,M
2023.0,Unknown,FT,Research Engineer,190000.0,US,0.0,US,M
2023.0,SE,FT,Research Engineer,152000.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Engineer,150000.0,US,0.0,US,M
2023.0,EX,FT,Data Analyst,180000.0,US,100.0,US,M
2023.0,SE,FT,Business Intelligence Analyst,113000.0,US,0.0,US,M
2023.0,SE,FT,Business Intelligence Analyst,90400.0,US,0.0,US,M
2023.0,SE,FT,Business Intelligence Engineer,204300.0,US,0.0,US,M
2023.0,SE,FT,Unknown,139000.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,282000.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,124000.0,US,0.0,US,M
2023.0,Unknown,FT,Research Scientist,240000.0,US,0.0,US,M
2023.0,SE,FT,Research Scientist,157000.0,US,0.0,US,M
2024.0,SE,FT,Machine Learning Engineer,212800.0,US,0.0,US,L
2023.0,SE,FT,Machine Learning Engineer,111600.0,US,0.0,Unknown,L
2023.0,SE,FT,Unknown,183000.0,US,0.0,US,M
2023.0,SE,FT,Data Architect,147000.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,169000.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,91000.0,US,0.0,US,M
2023.0,SE,FT,Data Architect,160000.0,US,0.0,US,M
2023.0,MI,FT,Data Analyst,70900.0,US,0.0,US,M
2023.0,SE,FT,Data Architect,193000.0,US,0.0,US,M
2023.0,Unknown,FT,Data Scientist,168000.0,US,0.0,US,M
2024.0,Unknown,FT,Data Engineer,154000.0,US,0.0,US,M
2023.0,SE,FT,Data Analyst,51962.0,US,0.0,Unknown,M
2023.0,MI,FT,Data Engineer,275000.0,CA,0.0,CA,M
2023.0,MI,FT,Data Engineer,243000.0,CA,0.0,CA,M
2023.0,EX,FT,Data Engineer,174500.0,US,0.0,US,M
2023.0,EX,FT,Data Engineer,113000.0,US,0.0,US,M
2023.0,SE,FT,Data Analyst,80000.0,US,100.0,US,M
2023.0,Unknown,FT,Data Engineer,145000.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,115000.0,US,100.0,US,M
2023.0,MI,FT,Data Scientist,96313.0,CA,100.0,CA,S
2023.0,SE,FT,Machine Learning Engineer,250000.0,US,0.0,US,M
2023.0,MI,FT,Unknown,48585.0,PT,100.0,PT,M
2023.0,MI,FT,Data Analyst,43187.0,PT,100.0,PT,M
2023.0,SE,FT,Data Scientist,127500.0,US,100.0,US,M
2023.0,SE,FT,Data Analyst,145500.0,US,0.0,Unknown,M
2024.0,SE,FT,Data Analyst,108000.0,US,0.0,US,M
2023.0,SE,FT,Unknown,206000.0,US,100.0,US,M
2023.0,SE,FT,Data Engineer,175100.0,US,100.0,US,M
2023.0,SE,FT,Data Analyst,122500.0,US,100.0,US,M
2023.0,SE,FT,Data Analyst,82500.0,US,100.0,US,M
2023.0,MI,FT,Data Analyst,130000.0,US,0.0,US,M
2023.0,MI,FT,Data Engineer,154000.0,US,0.0,Unknown,M
2023.0,MI,FT,Unknown,217000.0,US,0.0,US,M
2023.0,MI,FT,Data Scientist,192000.0,US,0.0,US,M
2023.0,SE,FT,Data Specialist,90000.0,US,0.0,US,M
2023.0,SE,FT,Data Specialist,60000.0,US,0.0,US,M
2023.0,SE,FT,AI Engineer,168000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,234900.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,113500.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,385000.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,245000.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,255000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,83900.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,202500.0,US,0.0,US,M
2023.0,Unknown,FT,Data Engineer,101570.0,US,100.0,US,M
2023.0,SE,FT,Unknown,150000.0,US,0.0,US,M
2023.0,SE,FT,Unknown,130000.0,US,0.0,US,M
2023.0,SE,FT,Data Modeler,155000.0,US,100.0,US,L
2023.0,SE,FT,Data Modeler,130000.0,US,100.0,US,L
2024.0,SE,FT,Data Scientist,180000.0,US,100.0,US,M
2023.0,Unknown,FT,AI Engineer,83900.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,210000.0,US,0.0,US,M
2023.0,SE,FT,Research Scientist,300000.0,US,0.0,US,M
2023.0,SE,FT,Research Scientist,150000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,212800.0,US,0.0,US,L
2023.0,SE,FT,Data Engineer,213600.0,US,0.0,US,M
2023.0,Unknown,FT,Data Engineer,103200.0,US,0.0,US,M
2023.0,Unknown,FT,Data Scientist,230000.0,CA,100.0,CA,M
2023.0,SE,FT,Data Scientist,153000.0,CA,100.0,CA,M
2023.0,MI,FT,Data Scientist,250000.0,US,0.0,US,M
2023.0,SE,FT,Research Engineer,310000.0,US,0.0,US,M
2023.0,SE,FT,Data Analyst,88000.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Engineer,158000.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Engineer,108000.0,US,100.0,US,M
2023.0,SE,FT,Data Engineer,310000.0,US,0.0,US,M
2023.0,SE,FT,Unknown,240000.0,US,100.0,US,M
2024.0,SE,FT,Data Scientist,160786.308902044,US,100.0,US,M
2023.0,SE,FT,Data Engineer,101570.0,US,100.0,US,M
2023.0,SE,FT,AI Engineer,83900.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,129192.0,GB,0.0,GB,M
2023.0,SE,FT,Data Engineer,98432.0,GB,0.0,GB,M
2023.0,MI,FT,AI Engineer,369120.0,GB,0.0,GB,M
2024.0,MI,FT,AI Engineer,40680.0,GB,0.0,GB,M
2023.0,Unknown,FT,Research Scientist,150000.0,US,100.0,US,M
2023.0,SE,FT,Data Engineer,128000.0,US,0.0,Unknown,M
2024.0,SE,FT,Data Engineer,81500.0,US,0.0,US,M
2023.0,SE,FT,Data Architect,306000.0,US,100.0,US,M
2023.0,SE,FT,Data Architect,204000.0,US,100.0,US,M
2023.0,MI,FT,Machine Learning Engineer,160786.308902044,NL,0.0,NL,M
2023.0,EN,FT,Data Engineer,18000.0,IN,50.0,IN,M
2023.0,EX,FT,Head of Data,270000.0,US,100.0,US,M
2023.0,EX,FT,Head of Data,200000.0,US,100.0,US,M
2023.0,MI,FT,Data Scientist,204500.0,US,0.0,US,M
2024.0,MI,FT,Data Scientist,142200.0,US,0.0,US,M
2023.0,MI,FT,Data Analyst,92280.0,GB,0.0,GB,M
2023.0,SE,FT,Data Engineer,188600.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,111550.0,US,0.0,US,M
2023.0,SE,FT,AI Engineer,360000.0,US,0.0,US,M
2023.0,SE,FT,AI Engineer,240000.0,US,0.0,US,M
2023.0,SE,FT,ETL Developer,129100.0,US,0.0,US,M
2023.0,SE,FT,ETL Developer,111400.0,US,0.0,US,M
2023.0,Unknown,FT,Data Analyst,135000.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Engineer,242921.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Engineer,170045.0,US,0.0,US,M
2023.0,MI,FT,Data Scientist,162000.0,US,0.0,US,M
2023.0,SE,FT,Data Architect,90000.0,US,0.0,US,M
2023.0,EN,FT,Data Scientist,156450.0,US,0.0,US,M
2023.0,EN,FT,Data Scientist,119200.0,US,0.0,US,M
2023.0,MI,FT,Data Scientist,154800.0,US,0.0,US,M
2023.0,MI,FT,Data Scientist,76300.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,178600.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,88600.0,US,0.0,US,M
2023.0,SE,FT,Unknown,248100.0,US,0.0,US,M
2023.0,Unknown,FT,Research Scientist,145900.0,US,0.0,US,M
2024.0,SE,FT,Data Scientist,207345.0,US,100.0,US,M
2023.0,SE,FT,Data Scientist,180300.0,US,100.0,US,M
2023.0,SE,FT,Analytics Engineer,205000.0,US,0.0,US,M
2023.0,SE,FT,Analytics Engineer,167500.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,228045.0,US,0.0,US,M
2024.0,SE,FT,Data Scientist,198300.0,US,100.0,US,M
2023.0,SE,FT,Data Engineer,140000.0,US,100.0,US,M
2023.0,MI,FT,BI Developer,100000.0,US,0.0,US,M
2023.0,MI,FT,BI Developer,75000.0,US,0.0,US,M
2023.0,MI,FT,Data Scientist,78125.0,LV,0.0,LV,M
2023.0,MI,FT,Data Scientist,40423.0,LV,0.0,LV,M
2023.0,SE,FT,Data Modeler,140000.0,US,0.0,US,M
2023.0,SE,FT,Data Modeler,100000.0,US,0.0,US,M
2023.0,MI,FT,Data Analytics Manager,125000.0,US,0.0,US,M
2023.0,MI,FT,Data Analytics Manager,120000.0,US,0.0,US,M
2023.0,SE,FT,Business Intelligence Analyst,127000.0,US,0.0,US,M
2023.0,SE,FT,Business Intelligence Analyst,99000.0,US,0.0,US,M
2023.0,MI,FT,Data Engineer,120000.0,US,100.0,US,M
2023.0,SE,FT,Business Intelligence Analyst,194500.0,US,100.0,US,M
2023.0,Unknown,FT,Data Engineer,90000.0,US,0.0,Unknown,M
2023.0,SE,FT,Data Analyst,223602.0,US,0.0,US,M
2023.0,SE,FT,Data Analyst,143520.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Scientist,180000.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Scientist,140000.0,US,0.0,US,M
2023.0,MI,FT,Unknown,180000.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,121809.0,GB,100.0,GB,M
2023.0,SE,FT,Data Engineer,83667.0,GB,100.0,GB,M
2023.0,Unknown,FT,Data Scientist,123000.0,US,0.0,US,M
2024.0,MI,FT,Data Engineer,140000.0,US,100.0,US,M
2023.0,SE,FT,Unknown,132600.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,154000.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,103000.0,US,0.0,US,M
2023.0,SE,FT,Data Analyst,90000.0,US,100.0,US,M
2023.0,EX,FT,Data Manager,140000.0,US,0.0,US,M
2023.0,EX,FT,Data Manager,100000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,296100.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,144500.0,US,0.0,US,M
2023.0,EN,FT,Data Engineer,220000.0,US,0.0,US,M
2023.0,Unknown,FT,Data Analyst,118600.0,US,0.0,US,M
2023.0,SE,FT,Data Analyst,96800.0,US,0.0,US,M
2023.0,EN,FT,Data Scientist,100000.0,US,100.0,US,M
2023.0,MI,FT,Machine Learning Engineer,48585.0,IT,100.0,GB,M
2023.0,MI,FT,Data Analyst,142000.0,US,0.0,US,M
2023.0,SE,FT,ETL Developer,99500.0,US,0.0,US,M
2023.0,SE,FT,ETL Developer,53300.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,165000.0,US,0.0,US,M
2023.0,SE,FT,Research Scientist,172000.0,US,0.0,US,M
2023.0,SE,FT,Research Scientist,125000.0,US,0.0,US,M
2023.0,SE,FT,Research Engineer,245000.0,US,0.0,US,M
2023.0,SE,FT,Data Architect,234900.0,US,0.0,US,M
2023.0,SE,FT,Data Architect,68400.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,139000.0,US,0.0,US,M
2023.0,SE,FT,Research Engineer,172000.0,US,0.0,US,M
2023.0,SE,FT,Research Engineer,125000.0,US,0.0,US,M
2023.0,SE,FT,Unknown,128000.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,81500.0,US,0.0,US,M
2023.0,MI,FT,Unknown,150000.0,US,100.0,US,M
2023.0,SE,FT,Data Analyst,139600.0,US,0.0,US,M
2023.0,SE,FT,Data Analyst,85700.0,US,0.0,US,M
2023.0,Unknown,FT,Data Engineer,143000.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,95000.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Engineer,330000.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Engineer,188000.0,US,100.0,US,M
2023.0,SE,FT,Data Scientist,238000.0,CA,100.0,CA,M
2023.0,SE,FT,Data Scientist,156000.0,CA,100.0,CA,M
2023.0,SE,FT,Data Analyst,106000.0,US,100.0,US,M
2023.0,SE,FT,Decision Scientist,172256.0,GB,100.0,GB,M
2023.0,SE,FT,Decision Scientist,123040.0,GB,100.0,GB,M
2024.0,SE,FT,Machine Learning Engineer,297300.0,US,100.0,US,M
2024.0,SE,FT,Machine Learning Engineer,198200.0,US,100.0,US,M
2023.0,SE,FT,Data Engineer,269100.0,US,0.0,US,M
2023.0,SE,FT,Data Engineer,131300.0,US,0.0,US,M
2023.0,Unknown,FT,Machine Learning Infrastructure Engineer,220000.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Infrastructure Engineer,150000.0,US,100.0,US,M
2023.0,SE,FT,Data Engineer,73824.0,GB,0.0,GB,M
2023.0,SE,FT,Data Engineer,61520.0,GB,0.0,GB,M
2023.0,MI,FT,Research Scientist,252990.0,US,100.0,US,M
2023.0,MI,FT,Research Scientist,162170.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Infrastructure Engineer,260000.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Infrastructure Engineer,235000.0,US,100.0,US,M
2023.0,SE,FT,Data Analytics Manager,190000.0,US,0.0,US,M
2023.0,SE,FT,Data Analytics Manager,145000.0,US,0.0,US,M
2023.0,SE,FT,Unknown,175000.0,US,100.0,US,M
2023.0,SE,FT,Business Intelligence Analyst,176838.0,US,0.0,US,M
2023.0,EX,FT,Analytics Engineer,160786.308902044,US,0.0,US,M
2023.0,EX,FT,Analytics Engineer,170000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,191765.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,134236.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,238000.0,CA,100.0,Unknown,M
2023.0,SE,FT,Data Scientist,198800.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,90700.0,US,0.0,US,M
2024.0,MI,FT,BI Developer,154800.0,US,0.0,US,M
2024.0,MI,FT,BI Developer,76300.0,US,0.0,US,M
2023.0,MI,FT,Data Lead,130000.0,US,100.0,US,M
2023.0,MI,FT,Data Lead,115000.0,US,100.0,US,M
2023.0,MI,FT,Machine Learning Engineer,200000.0,US,0.0,US,M
2023.0,SE,FT,Data Architect,155000.0,US,100.0,US,M
2024.0,MI,FT,Data Manager,160786.308902044,US,0.0,US,M
2023.0,MI,FT,Data Manager,73500.0,US,0.0,US,M
2023.0,SE,FT,Unknown,109000.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Infrastructure Engineer,221000.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Infrastructure Engineer,180000.0,US,0.0,US,M
2023.0,SE,FT,Applied Scientist,160786.308902044,US,0.0,US,L
2023.0,SE,FT,Data Scientist,233300.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,155500.0,US,0.0,US,M
2024.0,SE,FT,Data Architect,193000.0,US,100.0,US,M
2023.0,SE,FT,Data Architect,110000.0,US,100.0,US,M
2023.0,SE,FT,Research Engineer,306000.0,US,0.0,US,M
2023.0,Unknown,FT,Applied Scientist,160786.308902044,US,0.0,US,L
2023.0,Unknown,FT,Machine Learning Engineer,238000.0,US,0.0,US,M
2023.0,SE,FT,Data Analyst,117500.0,US,100.0,US,M
2023.0,SE,FT,Data Analyst,86720.0,US,100.0,US,M
2023.0,MI,FT,Data Analyst,150000.0,US,0.0,US,M
2023.0,EX,FT,Data Analyst,90000.0,US,100.0,US,M
2023.0,EX,FT,Data Analyst,70000.0,US,100.0,US,M
2023.0,SE,FT,Data Scientist,212800.0,US,100.0,US,L
2023.0,SE,FT,Data Scientist,160786.308902044,US,100.0,US,L
2024.0,SE,FT,BI Developer,110000.0,US,100.0,US,M
2024.0,SE,FT,Machine Learning Engineer,208450.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Engineer,151600.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,324000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,159000.0,US,0.0,US,M
2023.0,MI,FT,Data Scientist,155000.0,US,100.0,US,M
2023.0,MI,FT,Data Scientist,135000.0,US,100.0,US,M
2023.0,SE,FT,Data Engineer,223250.0,US,0.0,US,M
2023.0,SE,FT,Unknown,220000.0,US,0.0,US,M
2024.0,SE,FT,Data Scientist,168000.0,US,100.0,US,M
2023.0,SE,FT,Analytics Engineer,245000.0,US,100.0,US,M
2023.0,SE,FT,Unknown,185000.0,US,100.0,US,M
2023.0,SE,FT,Data Scientist,130000.0,US,100.0,Unknown,M
2023.0,MI,FT,Data Analyst,67500.0,US,0.0,US,M
2023.0,MI,FT,Data Analyst,46500.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Engineer,270000.0,US,100.0,Unknown,M
2023.0,MI,FT,Data Engineer,43187.0,US,100.0,PL,L
2023.0,MI,FT,Data Analyst,78000.0,US,0.0,US,M
2023.0,MI,FT,Data Manager,115500.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Engineer,370000.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Engineer,178200.0,US,100.0,US,M
2023.0,SE,FT,Machine Learning Engineer,115000.0,US,100.0,US,M
2023.0,MI,FT,Data Scientist,204000.0,US,0.0,US,M
2023.0,MI,FT,Data Engineer,143000.0,US,0.0,US,M
2023.0,MI,FT,Data Engineer,95000.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,156400.0,US,0.0,US,M
2023.0,SE,FT,Unknown,297300.0,US,100.0,US,M
2023.0,SE,FT,Applied Scientist,164000.0,US,100.0,US,M
2023.0,SE,FT,Data Analyst,160786.308902044,CA,0.0,CA,M
2023.0,SE,FT,Data Analyst,112000.0,CA,0.0,Unknown,M
2023.0,SE,FT,Data Scientist,253430.0,US,0.0,US,M
2023.0,SE,FT,Data Scientist,212780.0,US,0.0,US,M
2023.0,SE,FT,Research Engineer,190000.0,US,0.0,US,M
2023.0,SE,FT,Machine Learning Engineer,265800.0,US,100.0,US,M
2023.0,Unknown,FT,Machine Learning Engineer,165500.0,US,100.0,US,M
2023.0,Unknown,FT,Data Engineer,193000.0,US,100.0,US,M
2023.0,SE,FT,Unknown,134000.0,US,100.0,US,M
2023.0,SE,FT,AI Engineer,180000.0,US,100.0,US,M
2023.0,MI,FT,Data Developer,120681.0,US,100.0,US,M
2023.0,MI,FT,Data Developer,72409.0,US,100.0,US,M
